[START]
(227, 108)
(233, 108)
(241, 108)
(250, 108)
(265, 108)
(286, 108)
(311, 108)
(336, 108)
(357, 107)
(374, 106)
(388, 104)
(400, 103)
(403, 103)
[END]
[START]
(270, 103)
(269, 104)
(268, 105)
(268, 107)
(268, 112)
(268, 119)
(269, 127)
(269, 135)
(269, 143)
(269, 155)
(269, 170)
(269, 186)
(269, 204)
(269, 219)
(267, 235)
(265, 250)
(263, 262)
(262, 273)
(261, 281)
(260, 284)
(260, 286)
(260, 288)
(260, 289)
[END]
[START]
(264, 210)
(267, 207)
(272, 206)
(283, 206)
(294, 205)
(304, 205)
(320, 205)
(337, 205)
(353, 204)
(369, 204)
(384, 203)
(396, 203)
(403, 203)
(404, 203)
[END]
[START]
(260, 273)
(269, 273)
(277, 273)
(292, 273)
(308, 273)
(326, 273)
(345, 273)
(364, 273)
(382, 273)
(399, 273)
(415, 273)
(429, 273)
(441, 273)
(453, 273)
(464, 273)
(470, 273)
(477, 273)
(485, 270)
(493, 267)
[END]
