secid,date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,optionid,index_flag,issuer,exercise_style
108105,20200908,20200918,,P,3705000,366.8,372.7,0,135757361,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200828,P,3710000,371.7,377.6,0,135498779,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200903,P,3715000,376.7,382.6,0,135757362,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3720000,381.7,387.6,0,135699580,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200902,P,3725000,386.7,392.6,0,132397169,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3730000,391.7,397.6,0,135699581,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200902,P,3735000,396.7,402.6,0,135757363,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3740000,401.6,407.5,0,135757364,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3745000,406.6,412.5,0,135810710,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200903,P,3750000,411.6,417.5,0,129372979,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3755000,416.6,422.5,0,135810711,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3760000,421.6,427.5,0,135757365,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3765000,426.6,432.5,0,135810712,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3770000,431.6,437.5,0,135757366,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200612,P,3775000,436.6,442.5,0,132456493,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3780000,441.6,447.4,0,135757367,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3785000,446.5,452.4,0,135867458,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200827,P,3790000,451.5,457.4,0,135757368,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3795000,456.5,462.4,0,135867459,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200827,P,3800000,461.5,467.4,0,129372980,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3805000,466.5,472.4,0,135867460,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3810000,471.5,477.4,0,135757369,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3815000,476.5,482.4,0,135867461,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3820000,481.5,487.4,0,135757370,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3825000,486.5,492.4,0,135498780,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3830000,491.5,497.4,0,135810713,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3835000,496.5,502.4,0,135867462,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3840000,501.5,507.4,0,135810714,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3845000,506.5,512.4,0,135867463,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20191024,P,3850000,511.5,517.3,0,129372981,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3860000,522.4,526.3,0,135867464,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3870000,531.9,536.2,0,135867465,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3875000,536.9,541.2,0,135498781,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3880000,541.9,546.2,0,135867466,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3890000,551.9,556.2,0,135867467,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200630,P,3900000,561.9,566.2,0,129372982,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3910000,571.9,576.1,0,135867468,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3920000,582.2,586.1,0,135867469,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3925000,587.2,591.1,0,135757371,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3930000,592.4,596.3,0,135867470,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200313,P,3950000,612.3,616.2,0,129372983,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,3975000,636.8,641.1,0,135757372,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200811,P,400000,0,0.05,0,133485153,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200904,P,4000000,661.8,666,0,129372984,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,4025000,686.8,691,0,135810715,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200730,P,4050000,712.1,716,0,129372985,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,4075000,737.1,741,0,135867471,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200423,P,4100000,762.3,766.2,0,129372986,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200904,P,4200000,862.1,866,0,129384005,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200903,P,4300000,961.7,966,0,129634548,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200811,P,4400000,1061.7,1066,0,132493731,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200820,P,4500000,1161.7,1166,0,134370211,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,4600000,1261.6,1266,0,134463747,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200610,P,4700000,1362.1,1366.1,0,134530180,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200717,P,4800000,1462,1466.2,0,134530181,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200903,P,4900000,1561.8,1566.1,0,135244177,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200827,P,500000,0,0.05,0,133142199,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200903,P,5000000,1661.4,1666.1,0,135498782,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,5100000,1761.8,1766.2,0,135757373,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,5200000,1861.8,1866.3,0,135757374,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,,P,5300000,1961.7,1966.3,0,135867472,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200804,P,600000,0,0.05,0,133142200,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200807,P,700000,0,0.05,0,133142201,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200819,P,800000,0,0.05,0,130915023,1,CBOE S&P 500 INDEX,E
108105,20200908,20200918,20200803,P,900000,0,0.05,0,130915024,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,100000,3224.2,3238.4,2,134786444,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,1000000,2324.8,2337.4,1,133142202,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,1100000,2225.1,2237.4,0,133142203,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200402,C,1200000,2125.3,2137.3,0,131109680,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,1225000,2102.3,2112,0,133420043,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200825,C,1250000,2077.4,2087,0,133420044,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200402,C,1275000,2052.4,2062,0,133420045,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200603,C,1300000,2027.5,2037,0,131109681,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,1325000,2002.6,2012,0,133420046,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200401,C,1350000,1977.7,1987,0,133420047,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,1375000,1952.8,1962,0,133420048,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200403,C,1400000,1927.8,1937,0,131109682,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200403,C,1425000,1902.9,1912,0,133420049,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200403,C,1450000,1878,1887,0,133420050,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200403,C,1475000,1853.1,1862,0,133420051,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200824,C,1500000,1828.2,1837,0,131109683,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200406,C,1525000,1803.3,1812,0,132731281,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200406,C,1550000,1778.4,1787,0,132731282,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200403,C,1575000,1753.5,1762.1,0,132699418,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200729,C,1600000,1728.6,1737.1,0,131109684,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200406,C,1625000,1703.7,1712.1,0,131900667,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200331,C,1650000,1678.8,1687.2,0,131900668,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200331,C,1675000,1653.9,1662.2,0,131900669,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200624,C,1700000,1629,1637.2,0,131109685,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200511,C,1725000,1604.2,1612.3,0,131900670,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,1750000,1579.3,1587.3,50,131900671,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200701,C,1775000,1554.4,1562.4,0,131900672,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200723,C,1800000,1529.5,1537.4,0,131109686,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200408,C,1825000,1504.7,1512.5,0,131900673,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200603,C,1850000,1479.8,1487.5,0,131900674,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,1875000,1455,1462.6,0,131900675,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200624,C,1900000,1430.1,1437.7,0,131109687,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200624,C,1925000,1405.3,1412.8,0,131900676,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200624,C,1950000,1380.5,1387.9,0,131900677,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200624,C,1975000,1355.6,1363,0,131900678,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,200000,3124.3,3138.3,0,134786445,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200902,C,2000000,1330.8,1338.1,0,130755995,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200518,C,2025000,1306,1313.2,0,130755996,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200707,C,2050000,1281.2,1288.3,0,130755997,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200707,C,2075000,1256.4,1263.4,0,130755998,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200702,C,2100000,1231.6,1238.6,0,130755999,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2110000,1221.7,1228.6,0,134847764,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200821,C,2120000,1211.8,1218.7,0,134847765,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200729,C,2125000,1206.9,1213.7,0,130756000,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2130000,1201.9,1208.8,0,134847766,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2140000,1192,1198.8,0,134819952,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200714,C,2150000,1182.1,1188.9,0,130756001,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2160000,1172.2,1179,0,134819953,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2170000,1162.3,1169,0,134766183,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200624,C,2175000,1157.4,1164.1,0,130756002,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2180000,1152.4,1159.1,0,134766184,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2190000,1142.5,1149.2,0,134766185,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200804,C,2200000,1132.7,1139.3,0,130756003,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2210000,1122.8,1129.3,0,134766186,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2220000,1112.9,1119.4,0,134766187,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200702,C,2225000,1107.9,1114.5,0,130756004,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2230000,1103,1109.5,0,134766188,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2240000,1093.1,1099.6,0,134766189,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200818,C,2250000,1083.2,1089.7,0,130756005,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2260000,1073.4,1079.8,0,134766190,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2270000,1063.5,1069.9,0,134766191,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200611,C,2275000,1058.5,1064.9,0,130756006,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2280000,1053.6,1060,0,134766192,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2290000,1043.7,1050.1,0,134766193,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,2300000,1033.9,1040.2,2,130756007,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2310000,1024,1030.3,0,134766194,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2320000,1014.1,1020.4,0,134766195,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200710,C,2325000,1009.2,1015.4,0,130756008,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,2330000,1004.3,1010.5,2,134766196,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2340000,994.4,1000.6,0,134766197,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200904,C,2350000,984.6,990.7,0,130756009,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2360000,974.7,980.8,0,134766198,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2370000,964.9,970.9,0,134766199,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200526,C,2375000,960,966,0,130756010,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2380000,955,961.1,0,134766200,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2390000,945.2,951.2,0,134766201,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200904,C,2400000,935.4,941.3,0,130756011,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2410000,925.5,931.5,0,134766202,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200630,C,2420000,915.7,921.6,0,134766203,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200820,C,2425000,910.8,916.7,0,130756012,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2430000,905.9,911.7,0,134766204,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2440000,896.1,901.9,0,134766205,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200608,C,2450000,886.2,892,0,130756013,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2460000,876.4,882.2,0,134766206,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2470000,866.6,872.3,0,134766207,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200611,C,2475000,861.7,867.4,0,130756014,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2480000,856.8,862.5,0,134766208,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2490000,847,852.7,0,134766209,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200826,C,2500000,837.2,842.9,0,130756015,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2510000,827.4,833,0,134766210,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200827,C,2520000,817.7,823.2,0,134766211,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200512,C,2525000,812.8,818.3,0,130756016,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2530000,807.9,813.4,0,134766212,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2540000,798.1,803.6,0,134766213,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200812,C,2550000,788.4,793.8,0,130756017,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2560000,778.6,784,0,134766214,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2570000,768.9,774.3,0,134766215,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200603,C,2575000,764,769.4,0,130756018,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200903,C,2580000,759.1,764.5,0,134766216,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2590000,749.4,754.7,0,134766217,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200827,C,2600000,739.7,745,0,130756019,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200630,C,2610000,730,735.2,0,134766218,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200903,C,2620000,720.3,725.5,0,134766219,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200611,C,2625000,715.4,720.6,0,130756020,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2630000,710.6,715.8,0,134766220,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200901,C,2640000,700.9,706.1,0,134766221,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200831,C,2650000,691.2,696.3,0,130756021,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200821,C,2660000,681.6,686.7,0,134766222,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2670000,671.9,677,0,134766223,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200624,C,2675000,667.1,672.1,0,130756022,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200819,C,2680000,662.3,667.3,0,134766224,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2690000,652.7,657.6,0,134766225,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200825,C,2700000,643.1,648,0,130756023,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200730,C,2710000,633.5,638.4,0,134766226,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200901,C,2720000,623.9,628.8,0,134766227,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200730,C,2725000,619.1,624,0,130756024,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2730000,614.3,619.2,0,134766228,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2735000,609.6,614.4,0,135699582,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2740000,604.8,609.6,0,134766229,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2745000,600,604.8,0,135699583,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200821,C,2750000,595.3,600,0,130756025,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200901,C,2755000,590.5,595.2,0,135699584,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2760000,585.8,590.5,0,134766230,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2765000,581,585.7,0,135699585,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2770000,576.3,581,0,134766231,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200605,C,2775000,571.5,576.2,0,130756026,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2780000,566.8,571.5,0,134766232,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2785000,562,566.5,0,135699586,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200803,C,2790000,557.3,562,0,134766233,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2795000,552.6,557.2,0,135699587,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,2800000,547.9,552.5,2,130756027,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2805000,543.1,547.5,0,135699588,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2810000,538.4,543.1,0,134766234,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2815000,533.7,538.4,0,135699589,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2820000,529,533.6,0,134766235,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200717,C,2825000,524.3,528.9,0,130756028,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200901,C,2830000,519.6,524.2,0,134766236,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2835000,514.9,519.5,0,135699590,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200629,C,2840000,510.2,514.9,0,134766237,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2845000,505.6,510.2,0,135699591,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200826,C,2850000,500.9,505.5,0,130756029,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2855000,496.2,500.8,0,135699592,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200901,C,2860000,491.6,496.2,0,134766238,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2865000,486.9,491.5,0,135699593,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200622,C,2870000,482.3,486.9,0,134766239,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200901,C,2875000,477.6,482.2,0,130756030,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200626,C,2880000,473,477.6,0,134766240,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2885000,468.4,473,0,135699594,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200903,C,2890000,463.8,468.3,0,134766241,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2895000,459.2,463.7,0,135699595,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200904,C,2900000,454.6,459.1,0,130756031,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2905000,450,454.5,0,135699596,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200623,C,2910000,445.4,449.9,0,134766242,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2915000,440.8,445.4,0,135699597,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200709,C,2920000,436.3,440.8,0,134766243,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200820,C,2925000,431.7,436.2,0,130756032,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200630,C,2930000,427.1,431.6,0,134766244,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2935000,422.6,427.1,0,135699598,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200825,C,2940000,418,422.5,0,134766245,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2945000,413.5,418,0,135699599,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,2950000,409,413.5,1,130756033,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2955000,404.5,409,0,135699600,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200630,C,2960000,400,404.4,0,134766246,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200824,C,2965000,395.5,399.9,0,135699601,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200824,C,2970000,391,395.5,0,134766247,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200820,C,2975000,386.5,391,0,130756034,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200820,C,2980000,382.1,386.5,0,134766248,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,2985000,377.6,382,0,135699602,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200709,C,2990000,373.2,377.6,0,134766249,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200901,C,2995000,368.7,373.1,0,135699603,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200713,C,300000,3024.4,3038.2,0,134786446,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,3000000,364.3,368.7,261,130756035,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200904,C,3005000,359.9,364.3,0,135699604,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200730,C,3010000,355.5,359.9,0,134766250,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,3015000,351.1,355.4,0,135699605,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200713,C,3020000,346.7,351,0,134766251,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200828,C,3025000,342.3,346.7,0,130756036,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200709,C,3030000,337.9,342.3,0,134766252,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,3035000,333.6,337.9,0,135699606,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200824,C,3040000,329.2,333.6,0,134766253,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,3045000,324.9,329.2,0,135699607,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200827,C,3050000,320.6,324.9,0,130756037,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200825,C,3055000,316.3,320.6,0,135699608,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200807,C,3060000,312,316.3,0,134766254,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,3065000,307.7,312,0,135699609,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200902,C,3070000,303.4,307.7,0,134766255,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200903,C,3075000,299.2,303.4,0,130756038,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200827,C,3080000,294.9,299.2,0,134766256,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,3085000,290.7,295,0,135699610,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200902,C,3090000,286.5,290.7,0,134766257,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,3095000,282.3,286.5,0,135699611,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,3100000,278.1,282.3,3,130756039,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200904,C,3105000,274,278.2,0,135699612,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200831,C,3110000,269.8,274,0,134766258,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,,C,3115000,265.7,269.9,0,135699613,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200902,C,3120000,261.6,265.8,0,134766259,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200903,C,3125000,257.5,261.6,0,130756040,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,3130000,254.7,256.8,3,134766260,1,CBOE S&P 500 INDEX,E
108105,20200908,20201016,20200908,C,3135000,250.7,252.7,1,135699614,1,CBOE S&P 500 INDEX,E
