 
                                                                                                                                                                                                                                                                
 
                                                          exercise_    index_                   last_                            best_              strike_
 optionid          issuer              date    cp_flag      style       flag       exdate        date     secid    best_bid      offer    volume     price
135645294    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      550.70     561.00         0    2875000
135645295    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      531.00     541.10         0    2900000
135645296    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      511.40     521.40         0    2925000
135645297    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      494.20     498.80         0    2950000
135645298    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      475.00     479.60         0    2975000
135645299    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200825    108105      455.90     460.60         0    3000000
135645300    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200820    108105      437.10     441.80         0    3025000
135645301    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      418.50     423.20         0    3050000
135645302    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      400.10     404.80         0    3075000
135645303    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      381.90     386.70         0    3100000
135645304    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      364.00     368.80         0    3125000
135645305    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      346.90     350.10         0    3150000
135645306    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      329.50     332.70         0    3175000
135645307    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      312.40     315.50         0    3200000
135645308    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      295.50     298.60         0    3225000
135645309    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      279.00     282.10         0    3250000
135645310    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      262.80     265.80         0    3275000
135645311    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105      246.90     249.90       128    3300000
135645312    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105      231.40     234.30         0    3325000
135645313    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105      216.30     219.20         0    3350000
135645314    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105      201.60     204.40         0    3375000
135645315    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105      187.30     190.10         0    3400000
135645316    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105      173.50     176.20         0    3425000
135645317    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105      160.20     162.80        10    3450000
135645318    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105      147.40     150.00         0    3475000
135645319    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105      135.20     137.70       250    3500000
135645320    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105      123.50     126.00         0    3525000
135645321    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105      112.50     114.90        10    3550000
135645322    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200828    108105      102.10     104.40         0    3575000
135645323    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105       92.40      94.60         0    3600000
135645324    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105       83.30      85.50         0    3625000
135645325    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105       74.80      77.20         0    3650000
135645326    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105       67.10      69.40         0    3675000
135645327    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105       60.00      62.30         0    3700000
135699746    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200831    108105       54.90      57.10         0    3720000
135645328    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200831    108105       53.60      55.90         0    3725000
135699747    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200831    108105       52.40      54.70         0    3730000
135757485    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200831    108105       50.10      52.30         0    3740000
135645329    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105       47.80      50.10         0    3750000
135757486    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105       45.70      47.90         0    3760000
135757487    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       43.60      45.80         0    3770000
135645330    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200831    108105       42.60      44.80         0    3775000
135757488    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105       41.60      43.80         0    3780000
135757489    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       39.70      41.90         0    3790000
135645331    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105       37.90      40.10       500    3800000
135757490    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       36.20      38.40         0    3810000
135757491    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200903    108105       34.50      36.70         0    3820000
135645332    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105       33.70      35.90         0    3825000
135867595    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       32.90      35.10         0    3830000
135867596    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       31.40      33.60         0    3840000
135645333    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105       30.00      32.20         0    3850000
135867597    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       28.60      30.80         0    3860000
135867598    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       27.30      29.50         0    3870000
135645334    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       26.70      28.80         0    3875000
135867599    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       26.10      28.20         0    3880000
135867600    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       24.90      27.00         0    3890000
135645335    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200826    108105       23.80      25.90         0    3900000
135867601    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       22.70      24.80         0    3910000
135867602    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       21.60      23.80         0    3920000
135757492    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       21.20      23.30         0    3925000
135867603    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       20.70      22.80         0    3930000
135757493    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       18.90      21.00         0    3950000
135757494    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       16.90      19.00         0    3975000
135645336    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105       15.20      17.10         1    4000000
135867604    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       13.70      15.50         0    4025000
135867605    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105       12.30      14.10         0    4050000
135867606    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105       11.00      12.80         4    4075000
135645337    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200903    108105        9.90      11.60         0    4100000
135645338    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105        6.50       8.00         0    4200000
135645339    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200903    108105        4.30       5.70         0    4300000
135645340    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105        2.95       4.30         1    4400000
135645341    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105        2.05       3.30         0    4500000
135645342    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105        1.45       2.60         0    4600000
135645343    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200903    108105        1.10       2.10         0    4700000
135645344    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200902    108105        0.80       1.80         0    4800000
135645345    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105        0.65       1.55         0    4900000
135645346    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200903    108105        0.50       1.35         0    5000000
135757495    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105        0.35       1.20         0    5100000
135757496    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200904    108105        0.20       1.10         0    5200000
135867607    CBOE S&P 500 INDEX    20200908       C           E          1       20210219    20200908    108105        0.15       1.00        60    5300000
135645347    CBOE S&P 500 INDEX    20200908       C           E          1       20210219           .    108105     2408.50    2425.60         0     900000
135645348    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200831    108105        2.25       3.20         0    1000000
135645349    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105        2.85       3.90         0    1100000
135645350    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200828    108105        3.50       4.70         0    1200000
135645351    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200902    108105        4.40       5.60         0    1300000
135645352    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200824    108105        5.50       6.70         0    1400000
135645353    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105        6.70       8.10         0    1500000
135645354    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105        8.20       9.60        10    1600000
135645355    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105       10.10      11.50         0    1700000
135645356    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       11.10      12.60         8    1750000
135645357    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200831    108105       12.30      13.80         0    1800000
135645358    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105       13.50      15.10         0    1850000
135645359    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200903    108105       15.00      16.60         0    1900000
135645360    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105       16.50      18.20         0    1950000
135645361    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200901    108105       18.40      20.00         0    2000000
135645362    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       20.30      22.10         4    2050000
135645363    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105       22.50      24.30         0    2100000
135645364    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       25.00      26.90         4    2150000
135645365    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105       27.80      29.80         0    2200000
135645366    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       30.90      33.00         4    2250000
135645367    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       34.40      36.50        10    2300000
135645368    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       38.30      40.50         9    2350000
135645369    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105       40.50      42.60         0    2375000
135645370    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       42.60      44.80        10    2400000
135645371    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200828    108105       45.00      47.10         0    2425000
135645372    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105       47.40      49.60         0    2450000
135645373    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105       49.90      52.10         0    2475000
135645374    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       52.60      54.80       375    2500000
135645375    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200901    108105       55.40      57.60         0    2525000
135645376    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105       58.40      60.60         0    2550000
135645377    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       61.40      63.60        15    2575000
135645378    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200903    108105       64.60      66.90         0    2600000
135645379    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200827    108105       68.00      70.20         0    2625000
135645380    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       71.40      73.70        24    2650000
135645381    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       75.10      77.40        10    2675000
135645382    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       78.90      81.20         8    2700000
135645383    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105       82.80      85.10         0    2725000
135645384    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       86.90      89.20        10    2750000
135645385    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105       91.10      93.40         0    2775000
135645386    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105       95.50      97.90        14    2800000
135645387    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      100.10     102.40         8    2825000
135645388    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      104.80     107.20        13    2850000
135645389    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      109.80     112.00         0    2875000
135645390    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      114.80     117.10         4    2900000
135645391    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200902    108105      120.10     122.40         0    2925000
135645392    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      125.50     127.90         8    2950000
135645393    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      131.20     133.50         0    2975000
135645394    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      137.00     139.40        12    3000000
135645395    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      143.00     145.50         0    3025000
135645396    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      149.30     151.80         8    3050000
135645397    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200902    108105      155.80     158.30         0    3075000
135645398    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      162.50     165.10         2    3100000
135645399    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      169.50     172.10         0    3125000
135645400    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      176.70     179.40        10    3150000
135645401    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200903    108105      184.20     186.90         0    3175000
135645402    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      192.00     194.80        10    3200000
135645403    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      200.10     202.90         0    3225000
135645404    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      208.40     211.30         0    3250000
135645405    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200901    108105      217.10     220.00         0    3275000
135645406    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      226.20     229.10        40    3300000
135645407    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      235.60     238.60         0    3325000
135645408    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200902    108105      245.40     248.40         0    3350000
135645409    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      255.60     258.60         0    3375000
135645410    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      266.20     269.30         4    3400000
135645411    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      277.30     280.40         4    3425000
135645412    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200908    108105      288.80     292.10        10    3450000
135645413    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      300.50     305.30         0    3475000
135645414    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      313.10     317.90         0    3500000
135645415    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      326.30     331.10         0    3525000
135645416    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200902    108105      340.20     345.00         0    3550000
135645417    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      354.70     359.50         0    3575000
135645418    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      369.80     374.60         0    3600000
135645419    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200901    108105      385.70     390.50         0    3625000
135645420    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      402.20     406.90         0    3650000
135645421    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200904    108105      419.40     424.10         0    3675000
135645422    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      434.20     446.20         0    3700000
135699748    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      448.80     461.10         0    3720000
135645423    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      452.50     464.80         0    3725000
135699749    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      456.20     468.60         0    3730000
135757497    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      463.80     476.20         0    3740000
135645424    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      471.40     484.00         0    3750000
135757498    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      479.20     491.80         0    3760000
135757499    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      487.00     499.80         0    3770000
135645425    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      490.90     503.70         0    3775000
135757500    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      494.90     507.80         0    3780000
135757501    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      502.90     515.90         0    3790000
135645426    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      511.00     524.00         0    3800000
135757502    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      519.20     532.30         0    3810000
135757503    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      527.50     540.60         0    3820000
135645427    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      531.60     544.80         0    3825000
135867608    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      535.80     549.10         0    3830000
135867609    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      544.20     557.50         0    3840000
135645428    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      552.70     566.10         0    3850000
135867610    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      561.30     574.70         0    3860000
135867611    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      569.90     583.40         0    3870000
135645429    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      574.20     587.80         0    3875000
135867612    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      578.60     592.10         0    3880000
135867613    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      587.30     600.90         0    3890000
135645430    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      596.10     609.80         0    3900000
135867614    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      605.00     618.70         0    3910000
135867615    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      613.90     627.60         0    3920000
135757504    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      618.30     632.20         0    3925000
135867616    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      622.80     636.70         0    3930000
135757505    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      640.90     654.80         0    3950000
135757506    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      663.70     677.80         0    3975000
135645431    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      686.70     700.90         0    4000000
135867617    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      710.00     724.30         0    4025000
135867618    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      733.40     747.80         0    4050000
135867619    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      757.10     771.50         0    4075000
135645432    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      780.80     795.40         0    4100000
135645433    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      876.70     892.90         0    4200000
135645434    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105      974.00     990.40         0    4300000
135645435    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200821    108105     1072.10    1088.80         0    4400000
135645436    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200820    108105     1170.90    1187.70         0    4500000
135645437    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105     1269.90    1287.00         0    4600000
135645438    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105     1369.20    1386.50         0    4700000
135645439    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105     1468.70    1486.20         0    4800000
135645440    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105     1568.20    1585.70         0    4900000
135645441    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200831    108105     1667.80    1685.30         0    5000000
135757507    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105     1767.10    1785.00         0    5100000
135757508    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105     1866.80    1884.60         0    5200000
135867620    CBOE S&P 500 INDEX    20200908       P           E          1       20210219           .    108105     1966.60    1984.30         0    5300000
135645442    CBOE S&P 500 INDEX    20200908       P           E          1       20210219    20200826    108105        1.65       2.55         0     900000
135019498    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     3200.20    3216.40         0     100000
133167998    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200904    108105     2305.90    2322.00         0    1000000
132891716    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200529    108105     2206.90    2223.10         0    1100000
133168000    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     2157.50    2173.70         0    1150000
132731295    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200420    108105     2107.80    2124.10         0    1200000
132891717    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     2058.50    2074.80         0    1250000
133168004    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     2034.30    2050.40         0    1275000
131682781    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200311    108105     2009.60    2025.80         0    1300000
133168006    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1985.00    2001.20         0    1325000
132731296    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200422    108105     1960.50    1976.60         0    1350000
132891718    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200422    108105     1935.50    1951.80         0    1375000
131682782    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200701    108105     1911.30    1927.50         0    1400000
131682783    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200210    108105     1862.20    1878.40         0    1450000
132891720    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1837.70    1853.90         0    1475000
131682784    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200317    108105     1813.20    1829.40         0    1500000
132731297    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1788.70    1804.90         0    1525000
131682785    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1764.40    1780.40         0    1550000
132699422    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1739.90    1756.10         0    1575000
131682786    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200730    108105     1715.40    1731.60         0    1600000
131682787    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1690.90    1707.20         0    1625000
131682788    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1666.70    1682.80         0    1650000
131682789    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1642.40    1658.40         0    1675000
131682790    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200714    108105     1618.00    1634.10         0    1700000
131682791    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200702    108105     1593.70    1609.80         0    1725000
131682792    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1569.50    1585.50         0    1750000
131682793    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1544.80    1561.10         0    1775000
131682794    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1521.00    1537.10         0    1800000
131682795    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1496.90    1512.90         0    1825000
131682796    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1472.50    1488.80         0    1850000
131682797    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1448.70    1464.70         0    1875000
131682798    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1424.60    1440.70         0    1900000
131682799    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1400.60    1416.70         0    1925000
131682800    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1376.70    1392.70         0    1950000
131682801    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1352.80    1369.00         0    1975000
135019499    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     3101.00    3116.70         0     200000
131682802    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200904    108105     1328.80    1344.80         0    2000000
131682803    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1305.20    1321.30         0    2025000
131682804    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1283.10    1296.80         0    2050000
131682805    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200624    108105     1259.60    1273.50         0    2075000
131682806    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200805    108105     1236.10    1249.70         0    2100000
131682807    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200708    108105     1212.70    1226.30         0    2125000
131682808    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200819    108105     1189.40    1203.00         0    2150000
131682809    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200514    108105     1166.20    1179.60         0    2175000
131682810    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200805    108105     1143.00    1156.40         0    2200000
131682811    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200420    108105     1119.90    1133.30         0    2225000
131682812    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200407    108105     1097.00    1110.20         0    2250000
131682813    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105     1074.10    1087.20         0    2275000
131682814    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200605    108105     1051.30    1064.30         0    2300000
131682815    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200324    108105     1028.60    1041.50         0    2325000
131682816    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200603    108105     1006.00    1018.80         0    2350000
131682817    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200320    108105      983.60     996.20         0    2375000
131682818    CBOE S&P 500 INDEX    20200908       C           E          1       20210319    20200819    108105      961.20     973.70         0    2400000
134592629    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105      956.70     969.20         0    2405000
134592630    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105      952.30     964.80         0    2410000
134592631    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105      947.80     960.30         0    2415000
134592632    CBOE S&P 500 INDEX    20200908       C           E          1       20210319           .    108105      943.30     955.80         0    2420000
