[START]
(368, 133)
(366, 138)
(366, 144)
(366, 153)
(366, 160)
(366, 171)
(366, 187)
(366, 206)
(366, 229)
(366, 250)
(366, 271)
(366, 292)
(366, 311)
(366, 329)
(366, 344)
(366, 357)
(366, 368)
(366, 377)
(366, 383)
(366, 386)
(366, 387)
(366, 386)
[END]
[START]
(364, 149)
(366, 148)
(370, 147)
(376, 147)
(384, 147)
(395, 147)
(404, 146)
(415, 146)
(426, 146)
(435, 146)
(440, 146)
(443, 146)
(444, 146)
(445, 147)
(445, 153)
(445, 159)
(445, 167)
(441, 176)
(434, 185)
(426, 195)
(419, 202)
(410, 212)
(397, 223)
(382, 232)
(366, 239)
(352, 244)
(341, 246)
(336, 247)
(335, 247)
(339, 249)
(349, 251)
(362, 253)
(377, 256)
(394, 261)
(410, 265)
(426, 270)
(440, 276)
(452, 282)
(459, 287)
(461, 294)
(463, 298)
(463, 305)
(459, 312)
(450, 322)
(440, 330)
(429, 338)
(417, 343)
(407, 345)
(393, 348)
(376, 350)
(357, 352)
(339, 352)
(322, 352)
(306, 352)
(293, 352)
(282, 351)
(276, 348)
(275, 347)
(275, 345)
(275, 342)
(277, 337)
(283, 334)
[END]
