[START]
(1170, 60)
(1164, 58)
(1158, 58)
(1151, 61)
(1143, 66)
(1136, 74)
(1129, 84)
(1124, 96)
(1120, 109)
(1118, 123)
(1118, 135)
(1119, 145)
(1123, 152)
(1130, 157)
(1139, 159)
(1148, 158)
(1158, 154)
(1167, 148)
(1176, 139)
(1183, 130)
(1189, 119)
(1193, 109)
(1195, 99)
(1195, 90)
(1194, 83)
(1192, 77)
(1187, 73)
(1182, 71)
(1176, 71)
(1169, 71)
(1162, 74)
(1155, 77)
(1149, 81)
(1142, 86)
[END]
[START]
(1164, 120)
(1167, 126)
(1171, 133)
(1177, 141)
(1182, 150)
(1187, 157)
(1192, 164)
(1197, 170)
(1202, 175)
(1206, 178)
(1209, 180)
[END]
